shot_distance,shot_angle,is_goal
16.236203565420873,18.605419620698772,0
33.52142919229749,191.2876673645333,0
26.959818254342153,194.62864377963834,0
22.959754525911098,229.47476453935437,0
9.680559213273096,261.3928801401582,0
9.67983561008608,351.3067486065125,0
6.742508365045984,185.86812538843031,0
30.985284373248057,116.26433025884855,0
23.033450352296263,286.26703011673334,1
26.242177333881365,97.49961045434672,1
5.617534828874073,158.02971145402898,0
34.097295564859834,28.244297283215744,1
29.973279224012654,9.126267629564705,1
11.370173320348284,346.55342928405304,0
10.454749016213018,300.9528433843941,1
10.502135295603015,250.55071419373127,1
14.127267288786133,147.22305998913717,0
20.742692948967136,62.38595522550448,0
17.958350559263472,56.31733536159098,1
13.736874205941257,90.08744333925432,1
23.355586841671386,197.72159929420337,0
9.184815819561255,257.25453217202244,0
13.764339456056545,237.67105561838326,0
15.99085529881075,100.77620290053942,0
18.682099526511077,343.7515010387499,1
28.555278841790408,265.64289001047666,0
10.990213464750791,199.56745890410426,0
20.42703315240835,220.2194686443668,1
22.772437065861276,151.05602247400438,0
6.3935123815999315,89.18315622041669,0
23.22634555704315,128.15016431445417,1
10.115723710618745,272.82459976717286,1
6.9515477895583855,5.181655906712113,1
33.466566117599996,41.786150582489846,1
33.96896099223678,16.56095112783099,0
29.251920443493834,14.662368834829248,0
14.13841307520112,307.9658102439626,1
7.930163420191516,253.31682937680853,0
25.526990795364707,170.70257847143708,0
18.20457481218804,35.22029783436053,0
8.661147045343364,176.98171504205965,0
19.855307303338105,170.44983748100364,0
6.031655633456552,62.35267316760547,0
32.27961206236346,156.1865937256703,0
12.763399448000508,143.46170438305444,0
24.87566853061946,221.70603529879793,1
14.351332282682328,228.63371431235177,1
20.602040635334326,16.309443517936025,1
21.40130838029839,134.86054126552963,1
10.545633665765811,225.3095696571251,0
34.08753883293676,181.12905308883157,0
28.253984700833435,308.33634282779605,1
33.18496824692568,237.12970738282021,1
31.844820512829465,58.65639374931469,1
22.936999364332554,25.404749064154743,0
32.6562270506935,231.27094015427363,0
7.654775061557585,9.544071794983854,0
10.879485872574357,210.8792092584468,0
6.356818667316142,338.4828869129847,1
14.759909922897931,207.17070403531642,1
16.660318690684463,139.7411734343479,0
13.140470953216877,231.58375863924715,1
29.86212527455788,164.971040576946,1
15.702599800807679,196.42204415373658,0
13.428035290621423,338.92733115954906,0
21.280882494747456,138.99694960827873,0
9.22772674924288,346.02860297660914,0
29.06590942262119,325.92623110418293,0
7.236519310393125,70.48480852414671,0
34.60660809801552,24.970068315059564,0
28.167343078899723,36.28008049587359,0
10.961470446025173,6.559857234557902,1
5.165663513708072,33.99946587213422,0
29.463842853645026,245.88243842988845,1
26.205720315428515,25.627913445682434,0
26.87021504122962,114.83122690575406,1
28.138110400578373,304.15511194900364,0
7.221339552022711,8.377896864897313,0
15.753971856328178,293.2086537320169,1
8.476071785753891,101.46771891842397,1
30.893102776267806,42.539337943796255,1
23.698943804826737,250.82537953109423,0
14.926940745579476,226.41942484075824,0
6.906750508580709,315.88992486973905,1
14.329469651469866,264.6255757693989,1
14.75549966080241,289.2531349385455,1
26.88818535014192,101.53244612567033,1
24.126724140656393,63.878235760700214,0
31.616382277289794,270.221310590709,1
19.16644775485848,290.46050613621503,0
8.58782737814905,356.5818511202424,0
26.39734361668985,148.54236368811354,0
27.823551458506923,133.92651088540194,1
21.83831592708489,279.50866586711885,0
28.12901539863683,122.68927449108642,0
19.81386789093172,335.0726372172833,1
20.681984881459822,309.02859066348424,0
17.826230550756488,154.43784985500662,1
5.762573802322856,270.31358440493904,0
8.236742809799134,271.63543467048567,0
5.942875570602028,37.12459278093574,1
24.092312337913413,324.919046404644,0
14.4306794322898,181.89085408122858,0
20.257120734941083,297.524687798787,0
32.22699421778279,115.21785637102023,0
12.478766874466249,322.3883622586322,1
17.31148769106889,140.11260434429872,0
27.666534156291462,3.9015545329074097,1
11.863944964748674,325.93751151093494,0
7.30939729486379,32.86320364300808,1
13.692543587413041,114.95290953254936,1
9.836638617620132,342.02230813828976,1
32.890929570277194,342.2185728975202,0
29.243611386932507,206.437639724383,0
24.002112695312704,227.46139638112774,0
31.14381770563153,161.44038791219512,1
29.110162306973432,105.55587781130323,1
10.597101766581076,118.31923633316974,1
31.776769954699333,242.10664418773382,0
21.18026725746952,270.8548305975648,1
29.223204654921876,284.9684557413055,1
31.8827389977048,284.2625314060394,0
14.540104249155917,32.83419709752853,0
8.301557735830302,177.99130969292932,1
11.838054876258251,20.721153605991944,1
17.813233658787688,197.8303976365448,1
29.540442977674793,158.95098049441572,0
30.821917497690304,319.57350579298793,1
5.208563915935721,126.32940451874833,0
20.32241907732697,42.14412591393811,0
17.52233009446337,51.47700553902091,0
